0.005,128.8
0.01,80.3
0.015,80.5
0.02,75.8
0.025,82.3
0.03,84.2
0.035,78.6
0.04,74.4
0.045,74.3
0.05,79.0
0.055,85.3
0.06,88.4
0.065,79.8
0.07,83.8
0.075,81.2
0.08,83.8
0.085,80.7
0.09,87.4
0.095,80.9
0.1,82.7
0.105,81.2
0.11,82.2
0.115,82.0
0.12,81.5
0.125,80.4
0.13,80.9
0.135,83.5
0.14,80.3
0.145,82.7
0.15,81.0
0.155,83.3
0.16,84.7
0.165,81.4
0.17,80.3
0.175,79.9
0.18,80.8
0.185,80.4
0.19,81.7
0.195,82.5
0.2,81.3
0.205,85.0
0.21,80.5
0.215,79.7
0.22,80.7
0.225,84.4
0.23,80.4
0.235,81.5
0.24,81.0
0.245,81.6
0.25,79.5
0.255,80.1
0.26,79.1
0.265,78.4
0.27,79.8
0.275,86.8
0.28,93.1
0.285,83.2
0.29,81.3
0.295,84.7
0.3,79.7
