10000.0,158.4
20000.0,116.7
30000.0,118.6
40000.0,108.6
50000.0,109.4
60000.0,119.5
70000.0,113.3
80000.0,109.2
90000.0,110.6
100000.0,108.4
110000.0,82.0
120000.0,92.4
130000.0,86.0
140000.0,81.1
150000.0,82.7
160000.0,81.5
170000.0,83.8
180000.0,81.6
190000.0,86.0
200000.0,81.8
210000.0,81.2
220000.0,80.6
230000.0,80.8
240000.0,82.7
250000.0,81.8
260000.0,80.7
270000.0,80.5
280000.0,80.0
290000.0,81.1
300000.0,80.7
310000.0,80.1
320000.0,81.4
330000.0,80.8
340000.0,82.1
350000.0,83.4
360000.0,81.6
370000.0,81.1
380000.0,81.1
390000.0,81.3
400000.0,81.1
410000.0,80.9
420000.0,81.4
430000.0,81.5
440000.0,81.3
450000.0,82.3
460000.0,81.8
470000.0,81.3
480000.0,81.6
490000.0,80.1
500000.0,80.7
510000.0,83.2
520000.0,80.6
530000.0,81.4
540000.0,80.3
550000.0,80.5
560000.0,80.6
570000.0,81.1
580000.0,80.3
590000.0,80.5
600000.0,81.1
