0.005,14483.6
0.01,14426.4
0.015,14824.0
0.02,14422.2
0.025,14824.0
0.03,14420.6
0.035,14826.0
0.04,14423.8
0.045,14421.8
0.05,14419.0
0.055,14826.2
0.06,14422.0
0.065,14821.8
0.07,14420.4
0.075,14422.4
0.08,14424.4
0.085,14823.2
0.09,14418.4
0.095,14423.0
0.1,14422.2
0.105,14422.0
0.11,14421.8
0.115,14420.6
0.12,14821.6
0.125,14420.0
0.13,14824.2
0.135,14433.4
0.14,14822.6
0.145,14421.8
0.15,14821.8
0.155,14421.8
0.16,14423.8
0.165,14823.8
0.17,14423.8
0.175,14819.4
0.18,14422.2
0.185,14429.0
0.19,14422.0
0.195,14825.2
0.2,14821.8
0.205,14423.0
0.21,14822.2
0.215,14822.2
0.22,14421.0
0.225,14822.6
0.23,14824.2
0.235,14419.2
0.24,14823.2
0.245,14821.0
0.25,14422.0
0.255,14821.2
0.26,14423.4
0.265,14421.6
0.27,14420.2
0.275,14422.0
0.28,14423.8
0.285,14425.2
0.29,14421.4
0.295,14430.0
0.3,14421.0
0.305,14425.0
0.31,14425.2
0.315,14422.8
0.32,14822.0
0.325,14422.2
0.33,14422.6
0.335,14826.0
0.34,14429.8
0.345,14423.4
0.35,14421.6
0.355,14422.4
0.36,14429.2
0.365,14425.8
0.37,14421.4
0.375,14425.2
0.38,14820.8
0.385,14424.8
0.39,14823.2
0.395,14429.0
0.4,14423.6
0.405,14424.6
0.41,14425.4
0.415,14427.4
0.42,14425.0
0.425,14829.0
0.43,14825.0
0.435,14428.0
0.44,14834.6
0.445,14427.4
0.45,14431.6
0.455,14431.6
0.46,14430.6
0.465,14432.8
0.47,14427.8
0.475,14433.0
0.48,14429.2
0.485,14431.4
0.49,14434.0
0.495,14429.2
0.5,14431.6
0.505,14429.2
0.51,14427.8
0.515,14429.6
0.52,14429.8
0.525,14427.8
0.53,14427.6
0.535,14427.2
0.54,14429.0
0.545,14429.6
0.55,14431.0
0.555,14428.4
0.56,14429.0
0.565,14427.8
0.57,14430.2
0.575,14430.2
0.58,14431.6
0.585,14426.0
0.59,14428.6
0.595,14424.6
0.6,14429.6
0.605,14427.4
0.61,14429.8
0.615,14431.0
0.62,14427.2
0.625,14426.8
0.63,14430.8
0.635,14427.2
0.64,14432.8
0.645,14835.2
0.65,14427.0
0.655,14426.6
0.66,14428.6
0.665,14428.4
0.67,14429.4
0.675,14829.2
0.68,14429.8
0.685,14431.0
0.69,14432.0
0.695,14430.8
0.7,14430.6
0.705,14424.6
0.71,14831.6
0.715,14429.2
0.72,14429.4
0.725,14430.6
0.73,14827.0
0.735,14423.4
0.74,14431.2
0.745,14829.2
0.75,14426.8
0.755,14427.2
0.76,14429.6
0.765,14429.0
0.77,14825.6
0.775,14428.0
0.78,14829.6
0.785,14432.0
0.79,14433.0
0.795,14426.6
0.8,14428.6
0.805,14427.8
0.81,14431.0
0.815,14428.6
0.82,14430.2
0.825,14431.4
0.83,14432.2
0.835,14430.4
0.84,14431.8
0.845,14430.2
0.85,14427.8
0.855,14433.2
0.86,14429.2
0.865,14433.4
0.87,14433.2
0.875,14433.6
0.88,14426.8
0.885,14430.8
0.89,14431.0
0.895,14429.8
0.9,14432.2
0.905,14429.8
0.91,14433.6
0.915,14431.4
0.92,14433.2
0.925,14429.8
0.93,14430.0
0.935,14430.0
0.94,14431.4
0.945,14436.4
0.95,14431.6
0.955,14428.8
0.96,14431.2
0.965,14428.2
0.97,14429.4
0.975,14430.8
0.98,14427.6
0.985,14429.6
0.99,14430.4
0.995,14433.6
1.0,14430.8
1.005,14428.2
1.01,14433.2
1.015,14427.6
1.02,14427.6
1.025,14426.2
1.03,14426.6
1.035,14428.0
1.04,14427.0
1.045,14431.0
1.05,14425.4
1.055,14431.2
1.06,14430.2
1.065,14428.6
1.07,14431.4
1.075,14431.4
1.08,14431.2
1.085,14430.2
1.09,14428.4
1.095,14429.0
1.1,14438.0
1.105,14431.0
1.11,14429.6
1.115,14430.4
1.12,14428.0
1.125,14426.6
1.13,14428.0
1.135,14435.2
1.14,14429.0
1.145,14428.8
1.15,14429.8
1.155,14431.6
1.16,14433.2
1.165,14433.4
1.17,14431.8
1.175,14427.6
1.18,14429.2
1.185,14430.4
1.19,14430.0
1.195,14431.2
1.2,14431.2
1.205,14428.8
1.21,14428.4
1.215,14430.8
1.22,14433.4
1.225,14429.6
1.23,14432.6
1.235,14434.4
1.24,14430.6
1.245,14425.4
1.25,14436.4
