0.004,238.3
0.008,196.7
0.012,190.4
0.016,189.6
0.02,194.6
0.024,194.2
0.028,185.2
0.032,200.8
0.036,182.9
0.04,181.6
0.044,188.8
0.048,188.4
0.052,196.9
0.056,198.2
0.06,189.1
0.064,195.3
0.068,191.9
0.072,190.9
0.076,192.3
0.08,217.8
0.084,200.8
0.088,186.3
0.092,104.1
0.096,100.8
0.1,99.5
0.104,100.3
0.108,99.3
0.112,100.7
0.116,109.7
0.12,109.9
0.124,115.3
0.128,113.1
0.132,110.0
0.136,114.3
0.14,116.2
0.144,107.6
0.148,102.5
0.152,102.0
0.156,100.3
0.16,103.4
0.164,101.0
0.168,101.4
0.172,104.9
0.176,102.8
0.18,108.0
0.184,106.2
0.188,105.3
0.192,107.6
0.196,104.9
0.2,102.6
0.204,105.0
0.208,102.8
0.212,101.7
0.216,103.2
0.22,105.0
0.224,102.8
0.228,105.1
0.232,106.6
0.236,105.2
0.24,105.5
